date,name,id,result,won,lost
"
04.12.15
","
Arevalo, Carlos
",996096,3:0,1,0
"
04.12.15
","
Pfleger, Valentin
",1044114,2:3,0,1
"
04.12.15
","
Bächler, Benedikt
",997088,3:2,1,0
"
23.11.15
","
Buckl, Rainer
",1004967,1:3,0,1
"
23.11.15
","
Huber, Helmut
",1020388,3:1,1,0
"
22.11.15
","
Jungfer, Klaus
",1026393,0:3,0,1
"
22.11.15
","
Snaider, Dominik
",1052396,3:1,1,0
"
22.11.15
","
Schenk, Martin
",1050669,3:0,1,0
"
22.11.15
","
Sterl, Markus
",1058420,2:3,0,1
"
21.11.15
","
Gonnsen, Christian
",1337039,3:0,1,0
"
21.11.15
","
Drausnick, Christian
",1007423,3:0,1,0
"
10.11.15
","
Tanasescu, Florin
",1720206,3:0,1,0
"
10.11.15
","
Koller, Sebastian
",1029144,3:2,1,0
"
26.10.15
","
Franik, Michael
",1011304,1:3,0,1
"
26.10.15
","
Lommerzheim, Manfred
",1031378,3:2,1,0
"
20.10.15
","
Just, Joachim
",1025997,1:3,0,1
"
20.10.15
","
Smolenski, Mark
",1052388,3:1,1,0
"
20.10.15
","
Schrickel, Jörg
",72679,2:3,0,1
"
19.10.15
","
Brosig, Michael
",1005534,3:1,1,0
"
19.10.15
","
Kaplan, Markus
",1025073,1:3,0,1
"
19.10.15
","
Boes, Matthias
",1256612,3:0,1,0
"
12.10.15
","
Schüpferling, Werner
",1054955,1:3,0,1
"
12.10.15
","
Farnlacher, Edgar
",1006207,3:0,1,0
"
08.10.15
","
Rieder, Eduard
",1046876,2:3,0,1
"
08.10.15
","
Weinberger, Daniel
",1063788,2:3,0,1
"
01.10.15
","
Ronner, Gerhard
",1047621,3:1,1,0
"
01.10.15
","
Weiß, Clemens
",1064274,3:2,1,0
"
28.09.15
","
Kömmling, David
",1029374,3:0,1,0
"
28.09.15
","
Ehmer, Marco
",1008339,3:0,1,0
"
21.09.15
","
Kaplan, Markus
",1025073,0:3,0,1
"
21.09.15
","
Graeber, Frank Michael
",624404,3:1,1,0
"
21.09.15
","
Boes, Matthias
",1256612,3:2,1,0
"
22.01.15
","
Knauft, Günter
",1023442,3:0,1,0
"
22.01.15
","
Bettges, Ingo
",1000730,3:0,1,0
"
06.11.23
","
Bücherl, Stefan
",1004426,3:0,1,0
"
20.10.23
","
Huber, Jonas
",1611306,3:1,1,0
"
20.10.23
","
Lösch, Martin
",1031834,1:3,0,1
"
13.10.23
","
Kowalewicz, Johannes
",1129416,0:3,0,1
"
13.10.23
","
Kappelmeier, Helmut
",1025085,3:0,1,0
"
29.09.23
","
Weber, Thomas
",1058622,3:0,1,0
"
29.09.23
","
Schneider, Wolfgang
",1131027,3:0,1,0
"
25.09.23
","
Summerer, Alexander
",1056214,3:0,1,0
"
25.09.23
","
Neth, Sattya
",1040864,3:2,1,0
"
14.04.23
","
Popp, Markus
",1043331,3:0,1,0
"
14.04.23
","
Popp, Markus
",1043330,1:3,0,1
"
10.04.23
","
Schlarb, Heiko
",1049922,0:3,0,1
"
10.04.23
","
Heringlehner, Tobias
",1016595,1:3,0,1
"
10.04.23
","
Wisniewski, Rafael
",1063005,3:1,1,0
"
10.04.23
","
Lechner, Christoph
",1032900,1:3,0,1
"
10.04.23
","
Westphal, Timo
",1936978,3:0,1,0
"
10.04.23
","
Rocktäschel, Thomas
",2269019,3:1,1,0
"
10.04.23
","
Blaufelder, Uwe
",1000341,3:2,1,0
"
10.04.23
","
Seibold, Lukas
",1053091,2:3,0,1
"
04.04.23
","
Pfauth, Jürgen
",156510,3:1,1,0
"
04.04.23
","
Dorner, Felix
",1008663,2:3,0,1
"
31.03.23
","
Stangl, Christoph
",1936597,3:0,1,0
"
31.03.23
","
Winichner, Maximilian
",1682847,3:0,1,0
"
29.03.23
","
Brecht, Wolfgang
",998767,3:0,1,0
"
29.03.23
","
Summerer, Alexander
",1056214,3:0,1,0
"
24.03.23
","
Morawietz, Fabian
",1266936,1:3,0,1
"
24.03.23
","
Ritt, Thilo
",1046680,2:3,0,1
"
17.03.23
","
Kaplan, Markus
",1025073,3:1,1,0
"
17.03.23
","
Graeber, Frank Michael
",624404,3:0,1,0
"
24.02.23
","
Neth, Sattya
",1040864,3:1,1,0
"
24.02.23
","
Merz, Peter
",1036422,3:1,1,0
"
15.02.23
","
Kraft, Ludwig
",1029426,3:1,1,0
"
15.02.23
","
Seltsam, Herbert
",1052771,3:0,1,0
"
10.02.23
","
Bauer, Helmut
",998085,0:3,0,1
"
10.02.23
","
Kattner, Stefan
",1025584,3:0,1,0
"
03.02.23
","
Pauli, Sven
",1038328,3:1,1,0
"
03.02.23
","
Westermaier, Michael
",1064441,3:0,1,0
"
01.02.23
","
Grundei, Christian
",1177181,1:3,0,1
"
01.02.23
","
Grundei, Robert
",1014454,3:0,1,0
"
23.01.23
","
Kämmerling, Thorsten
",239198,3:0,1,0
"
23.01.23
","
Hermann, Thomas
",1016731,3:2,1,0
"
17.01.23
","
Huber, Matthias
",1022471,3:1,1,0
"
17.01.23
","
Boes, Matthias
",1256612,3:2,1,0
"
11.01.23
","
Dengel, Sybille
",1002390,3:1,1,0
"
11.01.23
","
Botzen, Mark
",2077786,3:0,1,0
"
06.01.23
","
Spath, Florian
",1131250,1:3,0,1
"
06.01.23
","
Steuber, Melanie
",1057055,1:3,0,1
"
06.01.23
","
Palme, Sebastian
",1396049,3:1,1,0
"
06.01.23
","
Kisslinger, Tilman
",1023699,3:0,1,0
"
19.12.22
","
Kraft, Ludwig
",1029426,1:3,0,1
"
12.12.22
","
Hörl, Rudolf
",1022538,3:0,1,0
"
12.12.22
","
Kraft, Ludwig
",1029426,2:3,0,1
"
02.12.22
","
Halwe, Stefan
",229660,3:2,1,0
"
02.12.22
","
Tretbar, René
",1061865,2:3,0,1
"
23.11.22
","
Sauerer, Julian
",1806893,3:0,1,0
"
23.11.22
","
Keuchel, Peter
",1024889,3:0,1,0
"
22.11.22
","
Munda, Jozef
",2168313,3:0,1,0
"
19.11.22
","
Mrsic, Davor
",1034336,0:3,0,1
"
19.11.22
","
Sturl, Toni
",1981971,3:1,1,0
"
19.11.22
","
Candan, Ali
",1625907,2:3,0,1
"
19.11.22
","
Maier, Günter
",159905,2:3,0,1
"
15.11.22
","
Hagn, Franz
",1013700,3:1,1,0
"
15.11.22
","
Geßl, Lorenz
",1439709,3:2,1,0
"
09.11.22
","
Halevy, Michael
",1014396,3:0,1,0
"
09.11.22
","
Kummerow, Torge
",1129329,3:1,1,0
"
21.10.22
","
Hieronymus, Claus
",1017497,1:3,0,1
"
21.10.22
","
Sedlmaier, Josef
",1053798,3:1,1,0
"
05.10.22
","
Grundei, Christian
",1177181,3:0,1,0
"
05.10.22
","
Morawietz, Fabian
",1266936,3:0,1,0
"
25.07.22
","
Xu, Winnie
",734986,3:1,1,0
"
25.07.22
","
Steinheimer, Jonas
",1506691,2:3,0,1
"
09.07.22
","
Kossubek, Lars
",1881517,0:3,0,1
"
09.07.22
","
Lochner, Diana
",2106464,3:2,1,0
"
27.06.22
","
Emslander, Daniel
",1007663,3:1,1,0
"
27.06.22
","
Voigt, Lukas
",1060744,3:0,1,0
"
01.06.22
","
Hauptkorn, Martin
",1959150,3:1,1,0
"
01.06.22
","
Gabos, Zoltan
",1822493,3:0,1,0
"
24.04.22
","
Kirchner, Stefan
",942865,1:3,0,1
"
24.04.22
","
Graeber, Frank Michael
",624404,3:0,1,0
"
24.04.22
","
Boes, Matthias
",1256612,3:1,1,0
"
24.04.22
","
Paucksch, Ulrich
",1038095,3:0,1,0
"
24.04.22
","
Weiß, Clemens
",1064274,3:0,1,0
"
08.04.22
","
Stangl, Christoph
",1936597,1:3,0,1
"
08.04.22
","
Bettges, Ingo
",1000730,1:3,0,1
"
08.04.22
","
Keuchel, Peter
",1024889,3:1,1,0
"
30.03.22
","
Burdenski, Naim
",1231059,3:0,1,0
"
30.03.22
","
Bause, Frank
",998005,2:3,0,1
"
30.03.22
","
Dorner, Felix
",1008663,2:3,0,1
"
28.03.22
","
Obermeier, Florian
",1037491,0:3,0,1
"
28.03.22
","
Berger, Andy
",1001793,0:3,0,1
"
16.03.22
","
Morawietz, Fabian
",1266936,3:1,1,0
"
16.03.22
","
Ritt, Thilo
",1046680,3:2,1,0
"
16.03.22
","
Grundei, Robert
",1014454,3:2,1,0
"
15.03.22
","
Brecht, Wolfgang
",998767,3:1,1,0
"
15.03.22
","
Pfauth, Jürgen
",156510,3:1,1,0
"
15.03.22
","
Fuhr, Martin
",752166,3:0,1,0
"
09.03.22
","
Oh, Sang-Gun
",1285174,1:3,0,1
"
09.03.22
","
Bock, Karl
",999253,3:0,1,0
"
09.03.22
","
Göppel, Fritz
",1014634,2:3,0,1
"
24.11.21
","
Summerer, Alexander
",1056214,3:2,1,0
"
23.11.21
","
Fuhr, Martin
",752166,3:0,1,0
"
23.11.21
","
Brecht, Wolfgang
",998767,2:3,0,1
"
12.11.21
","
Schu, Jonas
",1267920,0:3,0,1
"
12.11.21
","
Skopkone, Zsuzsanna
",2175184,3:0,1,0
"
10.11.21
","
Keuchel, Peter
",1024889,0:3,0,1
"
10.11.21
","
Lippert, Helmut
",1031798,0:3,0,1
"
05.11.21
","
Gerlsbeck, Johannes
",1880870,3:1,1,0
"
27.10.21
","
Pirker, Christian
",1101549,3:1,1,0
"
27.10.21
","
Kaiser, Helmut
",1025522,0:3,0,1
"
27.10.21
","
Fröschl, Franz
",1260286,3:2,1,0
"
22.09.21
","
Hermann, Thomas
",1016731,0:3,0,1
"
22.09.21
","
Krause, Heiko
",1027840,3:2,1,0
"
28.10.20
","
Pfauth, Jürgen
",156510,1:3,0,1
"
28.10.20
","
Allebrodt, Christof
",995999,1:3,0,1
"
28.10.20
","
Fuhr, Martin
",752166,3:1,1,0
"
29.09.20
","
Altmann, Tobias
",1260295,3:0,1,0
"
29.09.20
","
Ascher, Alfred
",1260298,3:0,1,0
"
09.09.20
","
Krause, Heiko
",1027840,0:3,0,1
"
09.09.20
","
Hermann, Thomas
",1016731,2:3,0,1
"
09.09.20
","
Kämmerling, Thorsten
",239198,3:2,1,0
"
12.03.20
","
Kick, Thomas
",1023344,3:1,1,0
"
04.03.20
","
Hendrich, Benjamin
",1306562,3:2,1,0
"
01.03.20
","
Heindl, Simon
",1016448,3:1,1,0
"
01.03.20
","
Gabler, Jochen
",1009295,0:3,0,1
"
01.03.20
","
Hieronymus, Claus
",1017497,1:3,0,1
"
28.02.20
","
Haas, Werner
",1013673,3:1,1,0
"
10.02.20
","
Senftl, Florian
",1052913,3:1,1,0
"
10.02.20
","
Voit, Alexander
",1060755,2:3,0,1
"
30.01.20
","
Sperka, Andreas
",1057708,0:3,0,1
"
30.01.20
","
Heilmeier, Markus
",1017393,3:2,1,0
"
22.01.20
","
Kummerow, Torge
",1129329,3:0,1,0
"
22.01.20
","
Marx, Thomas
",1037118,3:0,1,0
"
20.01.20
","
Pauli, Sven
",1038328,3:1,1,0
"
20.01.20
","
Gschlößl, Manfred
",1013325,2:3,0,1
"
13.12.19
","
Mayer, Florian
",1229783,3:0,1,0
"
09.12.19
","
Do, Hoang Trung
",1003853,2:3,0,1
"
04.12.19
","
Oder, Alfred
",1037916,3:0,1,0
"
29.11.19
","
Hauptkorn, Martin
",1959150,3:1,1,0
"
29.11.19
","
Schmitt, Jochen
",1049241,3:0,1,0
"
15.11.19
","
Minge, Daniel
",1035157,2:3,0,1
"
15.11.19
","
Katzenberger, Max
",1026648,2:3,0,1
"
13.11.19
","
Schmölz, Thomas
",1295851,3:0,1,0
"
27.09.19
","
Sperka, Andreas
",1057708,3:2,1,0
"
27.09.19
","
Miedaner, Wilhelm
",1034595,2:3,0,1
"
24.09.19
","
Graeber, Frank Michael
",624404,3:0,1,0
"
24.09.19
","
Kummerow, Torge
",1129329,3:0,1,0
"
20.09.19
","
Lang, Josef
",1033181,3:0,1,0
"
10.08.19
","
Höcht, Sebastian
",1255950,1:3,0,1
"
10.08.19
","
Ruland, Jürgen Ralf
",1045729,0:3,0,1
"
10.08.19
","
Göldner, Philipp
",1015778,1:3,0,1
"
10.08.19
","
Reiß, Björn
",1943833,2:3,0,1
"
10.04.19
","
Holzhausen, Thomas
",1023081,3:0,1,0
"
27.03.19
","
Hauptkorn, Martin
",1959150,3:1,1,0
"
20.02.19
","
Völk, Ferdinand
",1061088,1:3,0,1
"
20.02.19
","
Schmölz, Thomas
",1295851,3:2,1,0
"
20.02.19
","
Kick, Thomas
",1023344,2:3,0,1
"
06.02.19
","
Merz, Peter
",1036422,0:3,0,1
"
06.02.19
","
Summerer, Alexander
",1056214,3:1,1,0
"
06.02.19
","
Fuhr, Martin
",752166,2:3,0,1
"
23.01.19
","
Brandstetter, Ludwig
",999540,3:1,1,0
"
23.01.19
","
Schweiger, Elke
",1054873,3:0,1,0
"
28.11.18
","
Brosig, Michael
",1005534,0:3,0,1
"
28.11.18
","
Stahmann, Jens
",1057017,3:0,1,0
"
26.11.18
","
Kehlenbeck, Lars
",1129013,1:3,0,1
"
26.11.18
","
Franik, Michael
",1011304,3:2,1,0
"
19.03.18
","
Wudi, Walter
",1063051,1:3,0,1
"
19.03.18
","
Bock, Karl
",999253,2:3,0,1
"
05.03.18
","
Heiler, Thomas
",50785,3:1,1,0
"
05.03.18
","
Schwab, Thomas
",1053557,2:3,0,1
"
01.03.18
","
Leopold, Holger
",1032627,0:3,0,1
"
01.03.18
","
Hertwig, Florian
",1017813,1:3,0,1
"
26.02.18
","
Kratzl, Stefan
",1028778,0:3,0,1
"
26.02.18
","
Boymann, Thorsten
",270623,0:3,0,1
"
19.02.18
","
Stampfer, Jürgen
",1057240,3:1,1,0
"
19.02.18
","
Jakobi, Martin
",1019779,2:3,0,1
"
19.02.18
","
Kasper, Markus
",1025230,3:2,1,0
"
15.12.17
","
Benker, Robert
",1001130,3:1,1,0
"
15.12.17
","
Kasper, Markus
",1025230,3:1,1,0
"
15.12.17
","
Betz, Konrad
",1000839,3:0,1,0
"
04.12.17
","
Boymann, Thorsten
",270623,1:3,0,1
"
04.12.17
","
Popp, Markus
",1043331,0:3,0,1
"
04.12.17
","
Kratzl, Stefan
",1028778,0:3,0,1
"
27.11.17
","
Knapic, Zeljko
",1024966,0:3,0,1
"
27.11.17
","
Hieronymus, Claus
",1017497,0:3,0,1
"
13.11.17
","
Jünke, Harald
",1026515,0:3,0,1
"
13.11.17
","
Zuther, Ines
",1065690,3:1,1,0
"
02.10.17
","
Völk, Ferdinand
",1061088,0:3,0,1
"
02.10.17
","
Klimm, Peter
",1024046,3:1,1,0
"
26.09.17
","
Kaplan, Markus
",1025073,2:3,0,1
"
26.09.17
","
Steffen, Sebastian
",1653885,3:2,1,0
"
03.04.17
","
Pfleger, Valentin
",1044114,1:3,0,1
"
03.04.17
","
Bauer, Helmut
",998085,3:1,1,0
"
16.03.17
","
Faltermaier, Cornelia
",1127944,0:3,0,1
"
16.03.17
","
Roppelt, Michael
",1047745,1:3,0,1
"
10.03.17
","
Jakobi, Martin
",1019779,1:3,0,1
"
10.03.17
","
Kasper, Markus
",1025230,3:0,1,0
"
10.03.17
","
Stampfer, Jürgen
",1057240,3:2,1,0
"
06.03.17
","
Pauli, Sven
",1038328,3:1,1,0
"
06.03.17
","
Siml, Frank
",1053042,0:3,0,1
"
02.03.17
","
Kreitenweis, Peter
",1058577,3:1,1,0
"
22.01.15
","
Schneider, Wolfgang
",1131027,2:3,0,1
"
19.01.15
","
Pauli, Sven
",1038328,1:3,0,1
"
19.01.15
","
Siml, Frank
",1053042,0:3,0,1
"
19.01.15
","
Austen, Jürgen
",996528,1:3,0,1
"
13.01.15
","
Bause, Frank
",998005,1:3,0,1
"
13.01.15
","
Zanner, Tony
",1066202,0:3,0,1
"
13.01.15
","
Schmid, Wolfgang Pius
",1050582,3:0,1,0
"
02.12.14
","
Kaplan, Markus
",1025073,3:1,1,0
"
02.12.14
","
Graeber, Frank Michael
",624404,3:2,1,0
"
28.11.14
","
Popp, Markus
",1043330,0:3,0,1
"
28.11.14
","
Kraft, Ludwig
",1029426,3:2,1,0
"
24.11.14
","
Schmid, Wolfgang Pius
",1050582,3:1,1,0
"
24.11.14
","
Zanner, Tony
",1066202,3:0,1,0
"
24.11.14
","
Bajusz, Peter
",1503663,3:0,1,0
"
11.11.14
","
Jell, Georg
",1020758,3:0,1,0
"
11.11.14
","
Pauli, Sven
",1038328,2:3,0,1
"
05.11.14
","
Schneider, Wolfgang
",1131027,0:3,0,1
"
05.11.14
","
Bettges, Ingo
",1000730,3:0,1,0
"
05.11.14
","
Weber, Thomas
",1058622,3:2,1,0
"
24.10.14
","
Kasper, Markus
",1025230,2:3,0,1
"
24.10.14
","
Jakobi, Martin
",1019779,2:3,0,1
"
23.10.14
","
Weber, Thomas
",1058622,3:1,1,0
"
23.10.14
","
Knauft, Günter
",1023442,3:0,1,0
"
20.10.14
","
Bock, Karl
",999253,3:0,1,0
"
20.10.14
","
Fürbass, Oliver
",1010529,3:0,1,0
"
15.10.14
","
Kollross, Fabian
",1029266,0:3,0,1
"
15.10.14
","
Richinger, Katharina
",1047874,2:3,0,1
"
01.10.14
","
Mansbart, Jörg
",1036707,3:1,1,0
"
01.10.14
","
Jünke, Harald
",1026515,3:0,1,0
"
01.10.14
","
Schrickel, Jörg
",72679,3:2,1,0
"
22.09.14
","
Völk, Ferdinand
",1061088,0:3,0,1
"
22.09.14
","
Benedix, Olaf
",1001019,1:3,0,1
"
22.09.14
","
Kreitenweis, Peter
",1058577,3:0,1,0
"
03.09.14
","
Wäsler, Robert
",1059069,0:3,0,1
"
03.09.14
","
Wagner, Manuel
",1060048,1:3,0,1
"
03.09.14
","
Csauscher, Anton
",1004283,3:1,1,0
"
03.09.14
","
Hermann, Thomas
",1016731,3:2,1,0
"
07.08.14
","
Zhuang, Tao
",1065634,1:3,0,1
"
07.08.14
","
Snaider, Dominik
",1052396,1:3,0,1
"
07.08.14
","
Mayer, Markus
",1037144,1:3,0,1
"
07.08.14
","
Hermann, Thomas
",1016731,2:3,0,1
"
07.08.14
","
Nguyen, Stefan Phuc
",1039811,3:2,1,0
"
04.05.14
","
Merk, Günter
",1035878,0:3,0,1
"
04.05.14
","
Steibel, Johannes
",1057263,1:3,0,1
"
01.04.14
","
Bause, Frank
",998005,0:3,0,1
"
01.04.14
","
Koller, Sebastian
",1029144,2:3,0,1
"
01.04.14
","
Fuhr, Martin
",752166,3:2,1,0
"
24.03.14
","
Hildenbrand, Sabine
",1022521,1:3,0,1
"
24.03.14
","
Gschlößl, Manfred
",1013325,3:0,1,0
"
24.03.14
","
Kiesewalter, Frank
",1025843,2:3,0,1
"
10.03.14
","
Gschlößl, Manfred
",1013325,2:3,0,1
"
10.03.14
","
Siml, Frank
",1053042,3:2,1,0
"
09.03.14
","
Brecht, Wolfgang
",998767,3:1,1,0
"
09.03.14
","
Kühne, Ralf
",1026805,3:0,1,0
"
09.03.14
","
Hörmann, Philipp
",1022147,1:3,0,1
"
09.03.14
","
Hütte, Helge
",1020832,3:2,1,0
"
09.03.14
","
Hambach, Wolfgang
",1019633,3:2,1,0
"
17.02.14
","
Smolenski, Mark
",1052388,3:0,1,0
"
17.02.14
","
Schrickel, Jörg
",72679,3:2,1,0
"
13.02.14
","
Beil, Benedikt
",1000563,0:3,0,1
"
13.02.14
","
Faltermaier, Veronika
",1006080,1:3,0,1
"
13.02.14
","
Seltsam, Herbert
",1052771,1:3,0,1
"
30.01.14
","
Behr, Jean-Marie
",1001382,3:1,1,0
"
30.01.14
","
Ernst, Klaus
",1006294,3:2,1,0
"
24.01.14
","
Bock, Karl
",999253,0:3,0,1
"
24.01.14
","
Huber, Maximilian
",1020785,0:3,0,1
"
24.01.14
","
Krebs, Herbert
",1028391,3:0,1,0
"
20.01.14
","
Kreitenweis, Peter
",1058577,0:3,0,1
"
20.01.14
","
Kick, Thomas
",1023344,1:3,0,1
"
16.01.14
","
Hörl, Rudolf
",1022538,3:1,1,0
"
16.01.14
","
Steinberger, Christoph
",1056844,3:1,1,0
"
16.01.14
","
Kraft, Ludwig
",1029426,2:3,0,1
"
02.12.13
","
Witt, Karsten
",1063232,1:3,0,1
"
02.12.13
","
Bock, Karl
",999253,1:3,0,1
"
23.11.13
","
Bochmann, Hergen
",1279403,0:3,0,1
"
23.11.13
","
Jungfer, Klaus
",1026393,3:0,1,0
"
23.11.13
","
Link, Andreas
",1031358,3:0,1,0
"
23.11.13
","
Kemena, Thomas
",1313990,3:0,1,0
"
23.11.13
","
von Hunoltstein, Oliver
",1060028,3:2,1,0
"
22.11.13
","
Völk, Ferdinand
",1061088,0:3,0,1
"
22.11.13
","
Kick, Thomas
",1023344,0:3,0,1
"
22.11.13
","
Benedix, Olaf
",1001019,3:2,1,0
"
18.11.13
","
Steinberger, Martin
",1330217,1:3,0,1
"
18.11.13
","
Kraft, Ludwig
",1029426,3:1,1,0
"
18.11.13
","
Hörl, Rudolf
",1022538,3:2,1,0
"
08.11.13
","
Austen, Jürgen
",996528,1:3,0,1
"
08.11.13
","
Jell, Georg
",1020758,3:0,1,0
"
08.11.13
","
Hildenbrand, Sabine
",1022521,2:3,0,1
"
25.10.13
","
Selmeier, Simon
",1052677,1:3,0,1
"
25.10.13
","
Kiesewalter, Frank
",1025843,2:3,0,1
"
21.10.13
","
Kreitenweis, Peter
",1058577,0:3,0,1
"
21.10.13
","
Plöckl, Marian
",1042864,1:3,0,1
